alt press den temp eddy CO2 N2H4 S2 H2CCO C2H3 NO3 HNO2 CS H2O2 C4H3 CS2 H2SO4 C2H4 NH3 H2S S2O H2CN NO2 O3 HSO3 H HNCO CH3 H2 C2H3CN CH3OH NH HCS COS HC3N CH2OH C2H5 N_2D He C HCO O HCCO CN CH2CN CH3S HO2 C3H4 HSO CH3O CH3CN HS2 NS SH C4H2 NO CH SO S8 N2H3 N2H CH3CHO C3H2 CH2_1 CH2 CH3SH C4H5 CH3NH2 N S3 O_1 SO2 S CH3CO N2O5 S4 H2CO NH2 C2H HCN N2O C2H6 C6H5 NCO HNO HNO3 CO CH4 CH3O2 C2H2 O2 C2 C3H3 OH N2 CH2NH N2H2 CH3OOH H2O CH2NH2 SO3 C6H6 H2SO4aer H2SO4aer_r
8.92547000e+01 2.61131600e+00 9.88251699e+13 1.91385300e+02 1.12000000e+05 2.06267500e-04 3.71262900e-32 1.00000000e-40 4.77697600e-17 2.41357700e-23 2.71683500e-22 3.35988700e-15 5.66416200e-35 6.06665200e-12 4.62320000e-14 6.45135700e-35 9.37821300e-09 1.31835400e-21 1.80704900e-18 9.59467100e-22 1.00000000e-40 3.26667400e-20 1.90900500e-15 6.97304800e-08 3.74655900e-20 1.28727400e-04 9.84287700e-18 8.62729700e-20 2.59181800e-04 2.37659300e-12 9.43349900e-19 2.62087400e-14 1.60363000e-30 6.55563400e-18 4.53849600e-13 6.37528400e-27 1.46625000e-26 5.87850300e-37 1.00000000e-40 9.78080600e-23 2.33369200e-16 2.71589400e-03 2.43353100e-25 2.58956400e-19 5.17351900e-22 1.05045100e-17 6.87377000e-10 7.57562000e-12 5.08898000e-21 7.10600300e-24 1.36005700e-11 1.00000000e-40 1.11250200e-20 6.36591600e-19 4.72261100e-37 3.71089100e-09 3.60184000e-18 1.08864100e-08 3.72608400e-17 1.00000000e-40 6.25313700e-25 3.38671900e-18 1.75411400e-30 5.85415700e-19 1.13775700e-20 7.02854300e-35 1.82346900e-18 8.45920700e-13 1.43363400e-05 1.00000000e-40 3.29843300e-12 4.47483900e-09 1.94387000e-14 1.04778200e-22 1.00000000e-40 9.16840500e-38 1.28852100e-15 1.60904300e-18 4.65928300e-26 3.30289700e-16 2.16240500e-11 1.97943900e-18 1.01394500e-16 4.32504300e-13 1.20818100e-17 2.18682300e-19 2.45980500e-04 5.85315600e-14 1.17291200e-29 2.71698400e-20 1.93653400e-01 2.16284700e-37 1.99006500e-22 2.20443500e-09 8.02776000e-01 2.98893200e-17 8.12084100e-27 2.26135800e-22 8.74547700e-08 6.46514200e-20 1.01465000e-11 5.87096300e-16 1.00000000e-40 1.00000000e-05
9.00751700e+01 2.26728600e+00 8.64179234e+13 1.90028700e+02 1.12000000e+05 1.76626500e-04 1.52429700e-32 8.10832300e-28 5.95578900e-17 2.21655900e-23 1.45218400e-22 1.36468900e-15 7.07635700e-35 2.03118700e-12 4.51980300e-14 8.24218700e-31 8.59440900e-09 1.62949900e-22 1.55882400e-18 3.79239800e-22 1.00000000e-40 1.97557100e-20 1.12157200e-15 8.38559600e-08 2.32211800e-20 1.60567300e-04 1.34732800e-17 1.24064500e-20 2.56486900e-04 2.31765200e-12 2.15815300e-19 5.32236500e-14 4.67582100e-31 1.23542300e-18 4.43716300e-13 3.72776500e-27 1.80727700e-27 6.67027500e-37 1.00000000e-40 4.41952400e-22 2.78690700e-16 4.53146900e-03 1.00000000e-40 1.59485000e-18 2.21396400e-22 1.02566900e-17 4.46778400e-10 7.48556600e-12 3.11122400e-21 9.07765500e-25 1.34254700e-11 8.81833400e-30 1.31954100e-20 4.08573800e-19 2.34598000e-37 2.90380800e-09 1.35382900e-17 1.08974000e-08 3.01646800e-17 1.00000000e-40 4.72590500e-25 5.37324100e-19 4.22916200e-30 1.39186500e-19 3.37662400e-21 3.63923500e-36 1.77925600e-18 8.38027100e-13 4.44666600e-05 1.00000000e-40 4.00984500e-12 4.09936500e-09 2.38221400e-14 2.34058000e-23 1.35585600e-20 4.10448600e-38 1.96373600e-16 2.59039000e-18 3.80365900e-26 2.24892300e-16 1.29151900e-11 3.24104200e-19 1.03318800e-16 8.11814700e-13 8.36627800e-18 4.51876200e-20 2.71778600e-04 1.17333200e-14 1.00000000e-40 1.88591200e-20 1.91791300e-01 2.93106900e-36 7.80639700e-23 1.62979600e-09 8.02767200e-01 2.64559000e-17 3.71682600e-27 2.06929500e-22 5.66138100e-08 5.68572800e-20 7.20742500e-12 5.50649100e-16 1.00000000e-40 1.00000000e-05
9.08909000e+01 1.96858000e+00 7.54045494e+13 1.89091600e+02 1.12000000e+05 1.47311900e-04 1.92953400e-32 8.32469900e-27 7.11996400e-17 2.00366600e-23 8.55151900e-23 5.97883400e-16 1.04415400e-34 6.96325500e-13 4.40651600e-14 1.43274100e-26 7.85238800e-09 2.22119000e-23 1.67849000e-18 1.63992000e-22 1.00000000e-40 1.33147200e-20 7.51442100e-16 9.57416400e-08 1.53670100e-20 1.96246400e-04 1.72997500e-17 1.89841900e-21 2.53852400e-04 2.25351800e-12 4.90141000e-20 9.31461400e-14 5.14750400e-31 2.15079800e-19 4.32611900e-13 2.47808700e-27 2.33651300e-28 7.35908700e-37 1.00000000e-40 1.85839600e-21 3.24245400e-16 7.15127800e-03 2.34240700e-25 7.80494400e-18 1.04457300e-22 1.00036400e-17 2.98834900e-10 7.38469300e-12 1.96372000e-21 2.13840600e-25 1.32301200e-11 1.30793300e-25 1.39904300e-20 2.66275800e-19 1.42260100e-37 2.37602600e-09 4.53497300e-17 1.06745200e-08 2.38347200e-17 1.00000000e-40 1.00000000e-40 8.46788500e-20 1.18118600e-29 3.27910700e-20 3.78516100e-21 2.10762400e-37 1.73095600e-18 8.29749700e-13 1.15092300e-04 1.01719000e-31 4.83808600e-12 3.92786100e-09 2.85939200e-14 2.28538700e-24 1.00000000e-40 2.03420300e-38 3.29512700e-17 3.67134700e-18 3.88786700e-26 1.84106700e-16 1.02877700e-11 5.26073300e-20 1.06112000e-16 1.37713700e-12 7.41117400e-18 9.78443100e-21 2.97255200e-04 2.34241900e-15 2.09333800e-30 1.66825100e-20 1.89367900e-01 3.25693800e-35 3.61405300e-23 1.24238300e-09 8.02470900e-01 2.41799900e-17 1.00000000e-40 1.93206500e-22 3.72539100e-08 5.17970300e-20 5.15233700e-12 5.11627500e-16 1.00000000e-40 1.00000000e-05
9.17040500e+01 1.70922700e+00 6.57390579e+13 1.88318500e+02 1.12000000e+05 1.19067100e-04 2.37855800e-32 1.15377200e-24 8.09073000e-17 1.76176100e-23 5.57792900e-23 2.81409400e-16 1.47864500e-34 2.50044800e-13 4.28270100e-14 4.12302200e-28 7.15340600e-09 3.93921000e-24 1.84420600e-18 7.77199500e-23 1.00000000e-40 9.49678500e-21 5.41935800e-16 1.04702900e-07 1.05716000e-20 2.36208300e-04 2.09093000e-17 3.39946500e-22 2.51314400e-04 2.18388000e-12 1.10922200e-20 1.46652900e-13 9.41371900e-31 3.56452000e-20 4.20473500e-13 1.79876500e-27 3.13577200e-29 7.77517600e-37 1.00000000e-40 6.95162100e-21 3.68958100e-16 1.07419000e-02 2.06537500e-25 3.04465400e-17 5.35045700e-23 9.73923200e-18 2.05680200e-10 7.27178900e-12 1.27861600e-21 3.91284900e-26 1.30122500e-11 1.02729200e-25 1.38680600e-20 1.77729300e-19 9.37607700e-38 2.01638800e-09 1.34791800e-16 1.03516100e-08 1.83300500e-17 3.26614500e-26 2.69695400e-25 1.33125200e-20 3.00706500e-29 7.69246700e-21 7.04037500e-21 1.52392300e-38 1.67833600e-18 8.20961500e-13 2.59403600e-04 2.01274000e-25 5.78910400e-12 3.82118200e-09 3.39346900e-14 2.46910000e-23 1.96731600e-20 1.05181200e-38 8.12763700e-18 4.75736000e-18 3.94840700e-26 1.95114100e-16 1.04828500e-11 8.50418500e-21 1.09234500e-16 2.15155300e-12 7.60820000e-18 2.34773100e-21 3.21708900e-04 4.67871700e-16 1.03656000e-30 1.49365300e-20 1.86280000e-01 2.76910300e-34 1.89318100e-23 9.70985300e-10 8.01790200e-01 2.23999800e-17 3.94475200e-25 1.82592900e-22 2.50468400e-08 4.78153300e-20 3.77370900e-12 4.70691100e-16 1.00000000e-40 1.00000000e-05
9.25157400e+01 1.48404400e+00 5.72537763e+13 1.87741100e+02 1.12000000e+05 9.28224600e-05 2.60279000e-32 4.50583100e-26 8.80480300e-17 1.53282300e-23 3.72304400e-23 1.40437900e-16 2.73971800e-34 9.49608000e-14 4.14792700e-14 1.15615000e-23 6.49080600e-09 1.19160700e-24 1.94580700e-18 3.98000300e-23 1.00000000e-40 6.92702300e-21 4.08442500e-16 1.09832600e-07 7.34468900e-21 2.81064400e-04 2.40479800e-17 1.07383600e-22 2.48915100e-04 2.10855200e-12 2.51235000e-21 2.13481700e-13 1.90524000e-30 1.07317600e-20 4.07258800e-13 1.36956200e-27 4.37420600e-30 8.08267500e-37 1.00000000e-40 2.34248200e-20 4.12156100e-16 1.54681800e-02 2.33191800e-25 9.80434200e-17 2.94142100e-23 9.45924500e-18 1.45112200e-10 7.14573400e-12 8.63199800e-22 7.41524400e-27 1.27698200e-11 3.30735000e-30 1.32104600e-20 1.21963800e-19 6.78673000e-38 1.76556000e-09 3.56850600e-16 1.00047800e-08 1.36809800e-17 2.68891700e-24 1.10188100e-24 2.09724400e-21 6.82614000e-29 1.80953300e-21 1.29294600e-20 2.07186300e-39 1.62125800e-18 8.11534500e-13 5.24979600e-04 1.36194100e-31 6.88618800e-12 3.70058900e-09 4.00826600e-14 1.00000000e-40 4.88090300e-20 5.68351800e-39 4.70872300e-18 5.77033800e-18 3.89445400e-26 2.77410900e-16 1.19279400e-11 1.37623600e-21 1.12164700e-16 3.12958600e-12 8.24945500e-18 6.64687400e-22 3.44251600e-04 9.39783500e-17 5.45652300e-31 1.32310700e-20 1.82428800e-01 1.82893000e-33 1.08875000e-23 7.71211900e-10 8.00610800e-01 2.10761900e-17 2.96157400e-23 1.73755600e-22 1.72326100e-08 4.48639100e-20 2.84937000e-12 4.28570800e-16 1.00000000e-40 1.00000000e-05
9.33273500e+01 1.28852700e+00 4.98008187e+13 1.87401800e+02 1.12000000e+05 6.94805700e-05 2.58070500e-32 1.32133700e-24 9.27184000e-17 1.34097900e-23 2.55005400e-23 7.32235100e-17 3.41245300e-34 3.80499800e-14 4.00189700e-14 8.93707000e-30 5.85250700e-09 5.93569300e-25 1.95743100e-18 2.16555900e-23 1.00000000e-40 5.15343100e-21 3.17270500e-16 1.10647200e-07 5.06219400e-21 3.31582400e-04 2.65308800e-17 8.35351800e-23 2.46671300e-04 2.02743000e-12 5.71673200e-22 2.92850400e-13 1.92338500e-26 8.94484600e-22 3.92938300e-13 1.08622700e-27 6.38188300e-31 8.45603100e-37 1.00000000e-40 7.23181400e-20 4.53371000e-16 2.14901300e-02 2.36672700e-25 2.68301800e-16 1.72406100e-23 9.16065100e-18 1.04495200e-10 7.00543100e-12 6.05259500e-22 1.45532300e-27 1.25008900e-11 1.83241200e-26 1.22946300e-20 8.60575900e-20 5.51488400e-38 1.58878000e-09 8.46356200e-16 9.66669700e-09 9.87864500e-18 1.00000000e-40 1.05155400e-25 3.32273300e-22 1.39224700e-28 4.29567600e-22 2.21045200e-20 7.28384900e-40 1.55964500e-18 8.01334600e-13 9.75883100e-04 2.30691700e-25 8.17978300e-12 3.53271400e-09 4.73034500e-14 1.66105200e-24 1.61355400e-21 3.22415600e-39 4.77723300e-18 6.65788700e-18 3.76408800e-26 4.86558600e-16 1.38214100e-11 2.23952600e-22 1.14428500e-16 4.26589500e-12 9.00162200e-18 2.27698900e-22 3.64005500e-04 1.90668800e-17 3.00993200e-31 1.16879500e-20 1.77721800e-01 9.66531500e-33 6.72105000e-24 6.17927800e-10 7.98800300e-01 2.02071100e-17 1.00000000e-40 1.65892000e-22 1.21246300e-08 4.29560200e-20 2.20449000e-12 3.86004000e-16 1.00000000e-40 1.00000000e-05
9.41405100e+01 1.11876900e+00 4.32777135e+13 1.87237500e+02 1.12000000e+05 4.97469500e-05 2.37273900e-32 1.00000000e-40 9.51694900e-17 1.18190100e-23 1.87529600e-23 3.94401100e-17 5.20293600e-34 1.59943000e-14 3.84453400e-14 2.13915900e-34 5.22272500e-09 3.70763200e-25 1.88929000e-18 1.23677300e-23 1.00000000e-40 3.92660900e-21 2.51759400e-16 1.07498700e-07 3.44557700e-21 3.88638000e-04 2.80971200e-17 9.52453600e-23 2.44564000e-04 1.94054000e-12 1.31092500e-22 3.84000600e-13 1.00000000e-40 1.58290300e-22 3.77504600e-13 8.88752600e-28 9.84443900e-32 8.88189300e-37 1.00000000e-40 2.04067500e-19 4.92088800e-16 2.89512800e-02 1.00000000e-40 6.38741200e-16 1.07449800e-23 8.84147400e-18 7.65408700e-11 6.84989400e-12 4.38489500e-22 2.96562400e-28 1.22037700e-11 6.38605600e-24 1.12810700e-20 6.22585500e-20 4.96085600e-38 1.46218300e-09 1.81102500e-15 9.34247000e-09 6.87778100e-18 1.00000000e-40 1.00000000e-40 5.31158100e-23 2.58161000e-28 1.03431800e-22 3.51024200e-20 3.93236300e-40 1.49352000e-18 7.90230800e-13 1.69453700e-03 1.00000000e-40 9.76981000e-12 3.31341200e-09 5.58680200e-14 6.96370600e-25 2.49993800e-19 1.87946300e-39 5.38355700e-18 7.39630300e-18 3.59499300e-26 9.14381600e-16 1.57170100e-11 3.67796100e-23 1.15621800e-16 5.47656500e-12 9.70890900e-18 9.12515900e-23 3.80262500e-04 3.92152800e-18 1.71998500e-31 1.03441100e-20 1.72081700e-01 4.14612900e-32 4.37758900e-24 4.97426800e-10 7.96209100e-01 1.96437400e-17 1.00000000e-40 1.58501700e-22 8.70219200e-09 4.17320100e-20 1.72685400e-12 3.43727100e-16 1.00000000e-40 1.00000000e-05
9.49567300e+01 9.71375300e-01 3.75744085e+13 1.87245600e+02 1.12000000e+05 3.39876300e-05 2.05612500e-32 2.91780000e-27 9.57160000e-17 1.05548000e-23 1.24452100e-23 2.17366900e-17 7.23131500e-34 6.99785700e-15 3.67605700e-14 4.64181200e-39 4.60350900e-09 2.51764200e-25 1.76286900e-18 7.33432700e-24 1.00000000e-40 3.09054700e-21 2.03014300e-16 1.00871400e-07 2.30582600e-21 4.53243500e-04 2.86569500e-17 1.12942400e-22 2.42581900e-04 1.84807700e-12 3.03781200e-23 4.86264000e-13 1.00000000e-40 5.15669900e-23 3.60978900e-13 7.47158100e-28 1.66315500e-32 9.43343800e-37 1.00000000e-40 5.31613900e-19 5.28243700e-16 3.79666300e-02 2.48481600e-25 1.34889600e-15 7.14291300e-24 8.50065800e-18 5.68497600e-11 6.67833300e-12 3.27350400e-22 6.34707100e-29 1.18771500e-11 1.00000000e-40 1.02689500e-20 4.60635600e-20 4.66990500e-38 1.37078700e-09 3.52632000e-15 9.02925400e-09 4.60104400e-18 1.00000000e-40 4.93780300e-26 8.59537600e-24 4.39690400e-28 2.53806100e-23 5.20660200e-20 2.29758300e-40 1.42303300e-18 7.78098300e-13 2.78322500e-03 1.44241400e-26 1.18539900e-11 3.04788000e-09 6.61145100e-14 2.98766500e-26 2.14141800e-20 1.12064500e-39 5.94145100e-18 7.97991200e-18 3.41007100e-26 1.68305500e-15 1.73357800e-11 6.11545700e-24 1.15431600e-16 6.65996800e-12 1.03019600e-17 4.03306600e-23 3.92617000e-04 8.20222100e-19 1.00869900e-31 9.23707700e-21 1.65455400e-01 1.48718200e-31 2.97049300e-24 4.00849900e-10 7.92672200e-01 1.93471900e-17 1.00000000e-40 1.51271300e-22 6.35419200e-09 4.11217300e-20 1.35374000e-12 3.02456500e-16 1.00000000e-40 1.00000000e-05
9.57775900e+01 8.43400500e-01 3.26147599e+13 1.87299400e+02 1.12000000e+05 2.21755300e-05 1.70878800e-32 1.99101800e-25 9.44407800e-17 9.46015400e-24 8.78532500e-24 1.21836100e-17 1.16048100e-33 3.17858500e-15 3.49706500e-14 1.00000000e-40 4.00399500e-09 1.77000000e-25 1.60272900e-18 4.49653600e-24 1.00000000e-40 2.50098500e-21 1.65208900e-16 9.18886000e-08 1.52483700e-21 5.26466800e-04 2.80839600e-17 1.29678200e-22 2.40695900e-04 1.75044800e-12 7.12909900e-24 5.99619900e-13 1.00000000e-40 3.25439800e-23 3.43419800e-13 6.37187200e-28 3.32568600e-33 9.93608700e-37 1.00000000e-40 1.26076500e-18 5.61658400e-16 4.85984300e-02 2.36917400e-25 2.56883600e-15 5.07305500e-24 8.13812000e-18 4.27310500e-11 6.49028000e-12 2.49584600e-22 1.47759600e-29 1.15203800e-11 1.00000000e-40 9.29714800e-21 3.47119200e-20 1.00000000e-40 1.30120900e-09 6.30322600e-15 8.71562100e-09 2.94727100e-18 2.05367300e-25 1.37652700e-25 1.41357800e-24 6.89446900e-28 6.36851900e-24 7.24950500e-20 1.35386100e-40 1.34849600e-18 7.64828700e-13 4.36473200e-03 2.71202800e-26 1.47411700e-11 2.75136900e-09 7.83952500e-14 1.00000000e-40 1.53988900e-21 6.59603700e-40 6.31337100e-18 8.42224900e-18 3.19478400e-26 2.91977500e-15 1.84803000e-11 1.03206400e-24 1.13656000e-16 7.72990700e-12 1.07644500e-17 1.87893200e-23 4.01019300e-04 1.74924900e-19 6.04686900e-32 8.23387100e-21 1.57830000e-01 4.47364200e-31 2.07866700e-24 3.23179000e-10 7.88016300e-01 1.90957800e-17 2.33036400e-24 1.44010800e-22 4.70286600e-09 4.06188900e-20 1.05317700e-12 2.62867800e-16 1.00000000e-40 1.00000000e-05
9.66042500e+01 7.32285900e-01 2.83267296e+13 1.87241000e+02 1.12000000e+05 1.39088900e-05 1.38396400e-32 3.15529900e-26 9.14504400e-17 8.38993200e-24 6.23813500e-24 6.91688800e-18 1.41769900e-33 1.50115200e-15 3.30863800e-14 1.00000000e-40 3.43353500e-09 1.26159500e-25 1.42912600e-18 2.84722700e-24 1.00000000e-40 2.06060500e-21 1.34677100e-16 8.17372100e-08 1.00441600e-21 6.09417200e-04 2.64056600e-17 1.43088800e-22 2.38889100e-04 1.64831800e-12 1.69759800e-24 7.24620000e-13 1.00000000e-40 2.60113100e-23 3.24933200e-13 5.43533000e-28 8.95405400e-34 1.01025300e-36 1.00000000e-40 2.66831500e-18 5.92189100e-16 6.08353900e-02 2.25675900e-25 4.47516900e-15 3.82983500e-24 7.75485500e-18 3.24605100e-11 6.28573600e-12 1.92382200e-22 4.06980200e-30 1.11337100e-11 1.00000000e-40 8.37805000e-21 2.65310400e-20 1.00000000e-40 1.24241300e-09 1.04374900e-14 8.39028100e-09 1.80208300e-18 1.00000000e-40 1.00000000e-40 2.37589200e-25 1.01766600e-27 1.63916400e-24 9.52801300e-20 1.00000000e-40 1.27042300e-18 7.50336600e-13 6.58041800e-03 4.48976500e-33 1.88429800e-11 2.44039900e-09 9.31066700e-14 1.00000000e-40 2.38624400e-22 3.67938600e-40 6.49594600e-18 8.74576800e-18 2.95565500e-26 4.72280900e-15 1.90169800e-11 1.77160900e-25 1.10217100e-16 8.64072200e-12 1.11062200e-17 8.99875000e-24 4.05764000e-04 3.81525800e-20 3.70075400e-32 7.29050000e-21 1.49247500e-01 1.00000000e-40 1.48823500e-24 2.60896700e-10 7.82068600e-01 1.86518600e-17 1.00000000e-40 1.36618800e-22 3.51531900e-09 3.96379000e-20 8.08957300e-13 2.25577900e-16 1.00000000e-40 1.00000000e-05
9.74372500e+01 6.35810200e-01 2.45983580e+13 1.87213900e+02 1.12000000e+05 8.50690600e-06 1.10688700e-32 1.32690100e-25 8.73172900e-17 7.48837000e-24 4.43152700e-24 3.94788300e-18 2.00175000e-33 7.31231700e-16 3.11219000e-14 1.00000000e-40 2.90053800e-09 9.21092900e-26 1.25322500e-18 1.84628000e-24 1.00000000e-40 1.73970600e-21 1.09889300e-16 7.06703000e-08 6.52617800e-22 7.03489500e-04 2.42102000e-17 1.51851600e-22 2.37239000e-04 1.54252600e-12 4.10897500e-25 8.61217600e-13 1.90854600e-29 2.18774000e-23 3.05657800e-13 4.66889000e-28 3.52666400e-34 1.02457500e-36 1.00000000e-40 5.23985600e-18 6.20902600e-16 7.45966800e-02 2.17816900e-25 7.22982600e-15 3.08635500e-24 7.35260300e-18 2.48611100e-11 6.06507400e-12 1.50735400e-22 1.48152400e-30 1.07180800e-11 1.09122600e-32 7.54098400e-21 2.05658800e-20 1.00000000e-40 1.19133700e-09 1.61829500e-14 8.05289100e-09 1.04837700e-18 1.00000000e-40 1.00000000e-40 4.11635100e-26 1.36600200e-27 4.35676800e-25 1.19608400e-19 1.00000000e-40 1.18946000e-18 7.34548100e-13 9.58808500e-03 1.39764900e-26 2.46729500e-11 2.12116800e-09 1.10907000e-13 3.98921600e-26 3.71775400e-23 2.00274300e-40 6.45717900e-18 8.96389600e-18 1.59397300e-26 7.16655700e-15 1.88986500e-11 3.09913300e-26 1.05163100e-16 9.39156000e-12 1.13344200e-17 4.35708900e-24 4.07402500e-04 8.55991600e-21 2.29752700e-32 6.63236200e-21 1.39799800e-01 1.00000000e-40 1.08483800e-24 2.10217500e-10 7.74658800e-01 1.82196900e-17 1.00000000e-40 1.29052600e-22 2.65108600e-09 3.87082000e-20 6.11472600e-13 1.91081100e-16 1.00000000e-40 1.00000000e-05
9.82778500e+01 5.52044800e-01 2.13510328e+13 1.87271700e+02 1.12000000e+05 5.20343300e-06 1.02206100e-32 7.32541200e-26 8.25029100e-17 6.77006800e-24 3.14335700e-24 2.25202800e-18 2.53544100e-33 3.64512800e-16 2.90935800e-14 1.00000000e-40 2.41175200e-09 6.91415700e-26 1.08335800e-18 1.21919600e-24 1.00000000e-40 1.50298700e-21 8.95438900e-17 5.92999800e-08 4.16697100e-22 8.10241800e-04 2.19098000e-17 1.55804900e-22 2.35833100e-04 1.43401900e-12 1.01200100e-25 1.00977000e-12 2.21339900e-29 1.87021900e-23 2.85754000e-13 4.04070700e-28 1.85641800e-34 1.05143900e-36 1.00000000e-40 9.75743700e-18 6.48531800e-16 8.97305300e-02 1.93731700e-25 1.09717300e-14 2.65369500e-24 6.93369100e-18 1.91615400e-11 5.82896200e-12 1.20139800e-22 7.21535700e-31 1.02750100e-11 1.00000000e-40 6.78915900e-21 1.61455300e-20 1.35070200e-32 1.14421300e-09 2.37436700e-14 7.69956100e-09 5.78235800e-19 1.67999300e-25 9.31088200e-26 7.49917500e-27 1.68288200e-27 1.21407800e-25 1.44929500e-19 1.00000000e-40 1.10634000e-18 7.17402100e-13 1.35605700e-02 1.00000000e-40 3.27507300e-11 1.80397100e-09 1.32574100e-13 3.69786100e-26 5.82747800e-24 1.07180000e-40 6.22337100e-18 9.09544000e-18 3.31142400e-26 1.02996900e-14 1.81561900e-11 5.53066600e-27 9.86584800e-17 1.00112400e-11 1.14664100e-17 2.11123100e-24 4.06568500e-04 2.00609400e-21 1.44177400e-32 5.69403800e-21 1.29628300e-01 5.16777400e-25 8.01460600e-25 1.68862100e-10 7.65622700e-01 1.78743400e-17 1.91659900e-24 1.21307200e-22 2.01502400e-09 3.80041800e-20 4.53911400e-13 1.59716100e-16 1.00000000e-40 1.00000000e-05
9.91276000e+01 4.79315100e-01 1.85269996e+13 1.87384100e+02 1.12000000e+05 3.30413400e-06 2.69364800e-32 4.95599200e-25 7.72759500e-17 6.18044500e-24 2.21845100e-24 1.28020100e-18 3.15455300e-33 1.85182300e-16 2.70203000e-14 1.00000000e-40 1.97218100e-09 5.31777100e-26 9.25858400e-19 8.17747600e-25 1.00000000e-40 1.32170900e-21 7.26249100e-17 4.83626400e-08 2.62048900e-22 9.31376900e-04 1.96822400e-17 1.56012400e-22 2.34766900e-04 1.32386800e-12 2.53847900e-26 1.17103100e-12 2.72931700e-29 1.61735700e-23 2.65407100e-13 3.51017700e-28 1.13850500e-34 1.08869100e-36 1.00000000e-40 1.73472000e-17 6.75113000e-16 1.06019600e-01 2.00110200e-25 1.58497600e-14 2.41173100e-24 6.50111700e-18 1.48419300e-11 5.57842900e-12 9.70541900e-23 4.21192800e-31 9.80666800e-12 2.04218800e-32 6.11065800e-21 1.28046300e-20 8.62056800e-33 1.09713100e-09 3.33497700e-14 7.32484500e-09 3.01277400e-19 1.00000000e-40 1.00000000e-40 1.52185200e-27 2.22180200e-27 3.70938500e-26 1.71284100e-19 1.00000000e-40 1.02189100e-18 6.98858000e-13 1.86804800e-02 2.93590900e-26 4.35591100e-11 1.50107000e-09 1.59000300e-13 1.00000000e-40 9.19475100e-25 1.00000000e-40 5.87205100e-18 9.16145800e-18 3.08210700e-26 1.41797900e-14 1.68860100e-11 1.00775300e-27 9.09627300e-17 1.05353300e-11 1.15245800e-17 1.01867700e-24 4.03836200e-04 5.14088700e-22 9.13737900e-33 5.66521600e-21 1.18919300e-01 4.26061700e-25 5.97838600e-25 1.35333600e-10 7.54807200e-01 1.75801200e-17 1.00000000e-40 1.13407000e-22 1.54113200e-09 3.74026800e-20 3.30584800e-13 1.31682200e-16 1.00000000e-40 1.00000000e-05
9.99879800e+01 4.16167300e-01 1.60717598e+13 1.87551800e+02 1.12000000e+05 2.26792000e-06 2.27886500e-31 1.01913600e-25 7.18795700e-17 5.69550400e-24 1.55487100e-24 7.24102000e-19 3.90211600e-33 9.54744900e-17 2.49229200e-14 1.00000000e-40 1.58484900e-09 4.18487400e-26 7.84116200e-19 5.55301800e-25 1.00000000e-40 1.18216600e-21 5.85108900e-17 3.83568100e-08 1.62508200e-22 1.06884700e-03 1.76473300e-17 1.54400100e-22 2.34165700e-04 1.21323300e-12 6.49278500e-27 1.34551200e-12 5.52458800e-29 1.41386200e-23 2.44821800e-13 3.06140000e-28 7.54905900e-35 1.14091200e-36 1.00000000e-40 2.99134900e-17 7.00212300e-16 1.23204300e-01 1.76829100e-25 2.21457400e-14 2.29379200e-24 6.05843900e-18 1.15361600e-11 5.31484000e-12 7.93064700e-23 2.65615900e-31 9.31587600e-12 1.00000000e-40 5.49428100e-21 1.02367400e-20 3.98589000e-33 1.04803100e-09 4.55099600e-14 6.92621800e-09 1.47747600e-19 1.00000000e-40 1.00000000e-40 3.93911600e-28 2.70879500e-27 1.38491100e-26 2.00251200e-19 1.00000000e-40 9.37009500e-19 6.78892700e-13 2.51335600e-02 1.00000000e-40 5.76204700e-11 1.22178900e-09 1.91307000e-13 1.00000000e-40 1.46141100e-25 1.00000000e-40 5.48853300e-18 9.17876000e-18 2.24969000e-26 1.89952200e-14 1.52326400e-11 1.87685000e-28 8.24021700e-17 1.09900000e-11 1.15274900e-17 4.88195400e-25 3.99644800e-04 1.60724000e-22 5.84389600e-33 4.86538000e-21 1.07886400e-01 1.00000000e-40 4.49730800e-25 1.08323200e-10 7.42070800e-01 1.73450200e-17 1.00000000e-40 1.05398000e-22 1.18445300e-09 3.68921300e-20 2.36136700e-13 1.07046800e-16 1.00000000e-40 1.00000000e-05
